iso_label,iso_score
1,0.6077611613417524
1,0.5867688533606266
1,0.5579398818800883
0,0.4960177364553051
0,0.49743286557649224
0,0.4922531552970665
0,0.4846644749530473
0,0.4865106365902877
0,0.48557476553658274
0,0.48789469260666496
0,0.49150845554790434
0,0.487037195949632
0,0.48554444827948684
0,0.48645176640439924
1,0.519764504907041
1,0.524308319583525
0,0.4823164344897086
0,0.4761169932452758
0,0.4807229580229999
1,0.5056318892299145
1,0.5096542418493327
1,0.5072775065627448
1,0.5026755114313977
0,0.4871753339853019
0,0.4762669545473517
0,0.4858290971716194
0,0.47894136658085873
1,0.5071270192697173
1,0.5523772529684282
1,0.5636592614912195
1,0.5586122590057321
1,0.5600323994516081
1,0.5603392626014922
1,0.569638903870402
1,0.5165478790507252
1,0.5158671892221458
1,0.5070528816803372
1,0.5083389618844666
1,0.5227141610533828
1,0.5035039211448128
0,0.4944132153477707
0,0.4986411016394565
1,0.5083125530544408
1,0.5306927910041436
1,0.5356812746901343
1,0.5367089403002887
1,0.5174261560023594
1,0.5494699462885295
1,0.5403035496980688
0,0.49230971361053166
1,0.5047509149692306
1,0.508657489919035
1,0.5109971830830853
1,0.5176838569350493
1,0.5085437327249269
0,0.49956785306511153
0,0.48875837321590865
0,0.4908166661241734
0,0.49266984099088607
0,0.49840204180206327
0,0.49692380891116394
1,0.5024592637010439
0,0.4987501022969415
0,0.49303427194324534
1,0.5024592637010439
0,0.4939218593506989
0,0.49497443805917885
0,0.49538287328209674
0,0.4992892043901751
1,0.5043015835083609
0,0.4977711852787289
1,0.5530824489299877
0,0.4965195549537038
0,0.48856134324288636
0,0.47515910445569975
0,0.47984415157602034
0,0.4739709106126312
0,0.4757544913292605
0,0.47753613553951035
0,0.48035918746997097
0,0.4792766587646483
0,0.4823702874148976
0,0.4814279193040655
0,0.4777690260100246
0,0.479996384391976
0,0.4826783739567503
0,0.48119489904228996
0,0.4816419248651236
0,0.4849365586891844
0,0.483621294671849
1,0.5163597962105142
0,0.49559960463372943
0,0.47923779034220937
0,0.47654778549647614
0,0.4763638628760718
0,0.47901421178314596
0,0.47593231938911995
1,0.506952744701874
0,0.48165843006414444
0,0.48119242094409553
0,0.4857206521284193
0,0.4858623841754408
0,0.4870244725002737
0,0.48643895812736593
0,0.4892015997546142
0,0.48733626983381484
0,0.48647505741369645
0,0.48850326031449
0,0.4830970528985814
0,0.4824845835595174
0,0.4879529267636553
0,0.4904921681217279
0,0.4896657923919152
0,0.48897607359003337
0,0.48944919226328065
1,0.5071948299504181
0,0.49594510864114105
1,0.5536063788767942
1,0.5681009902082852
1,0.5481716279142612
1,0.5049490164732827
1,0.5271829465440022
0,0.49348848312637983
1,0.5025057136645277
0,0.5009223819329461
1,0.5050053108309076
1,0.513539212040083
1,0.5374804859536668
1,0.5193956287712251
1,0.5174034236991598
1,0.5074995868997416
1,0.5081962879117548
1,0.5226648829884047
1,0.5089936619861567
1,0.5117329203921732
1,0.5018580073940371
0,0.4947312362041201
1,0.5028403517460802
0,0.49468921083402484
0,0.4787149891613569
0,0.48207388687012986
0,0.49269666919065525
0,0.49884045964448376
