dbscan_label,dbscan_score,cluster_id
0,0.9051599695907863,0
0,0.9088947305336188,0
0,0.9041594013199536,0
0,0.9015824795347576,0
0,0.8977211606355757,0
0,0.8945742618260679,0
0,0.8859978772654701,0
0,0.8861417937149608,0
0,0.8851009814684095,0
0,0.8863270136695243,0
0,0.8860164618117802,0
0,0.887790982421776,0
0,0.886184505430478,0
0,0.8921933545567744,0
0,0.8893007496996319,0
0,0.890011518756233,0
0,0.8859339777073544,0
0,0.8894639011730108,0
0,0.8934592049930765,0
0,0.904331684421174,0
0,0.9084147081446563,0
0,0.9089156212106103,0
0,0.9047654748043795,0
0,0.8931182372565696,0
0,0.8825686648007731,0
0,0.8898116006301279,0
0,0.8907930426698122,0
0,0.8965925535704903,0
0,0.8991352849651645,0
0,0.9033459186007816,0
0,0.8965268522299716,0
0,0.8993304202455583,0
0,0.902812671493411,0
0,0.9064567861765567,0
0,0.9087597389246045,0
0,0.9095397326723191,0
0,0.9062389819993443,0
0,0.903506112569335,0
0,0.908123009013667,0
0,0.9019641495235524,0
0,0.8992029666942197,0
0,0.8998016803587527,0
0,0.8991176491249883,0
0,0.8910241285661533,0
0,0.8959702049518344,0
0,0.8939984582073499,0
0,0.891234278366778,0
0,0.8907787054122269,0
0,0.9002580922082929,0
0,0.8994414267692944,0
0,0.9116532565302908,0
0,0.9206396766044785,0
0,0.9181767038750188,0
0,0.9085983343563999,0
0,0.9048650043591967,0
0,0.8972236707039166,0
0,0.8938224724660484,0
0,0.8974181502247315,0
0,0.8994116360603049,0
0,0.9010310680713808,0
0,0.8979599256508544,0
0,0.8904979922778078,0
0,0.8880634359781531,0
0,0.8831259259346752,0
0,0.8860870373011407,0
0,0.8859843672410617,0
0,0.8907595972034218,0
0,0.8945770036638458,0
0,0.8991986028185707,0
0,0.9003696815284219,0
0,0.8969575531123664,0
0,0.894882246845111,0
0,0.8877821596576088,0
0,0.8847122459553345,0
0,0.8751008565369681,0
0,0.876110872469902,0
0,0.8804770049666389,0
0,0.8801151214836881,0
0,0.8794441066256109,0
0,0.8850028893725765,0
0,0.8841799277162627,0
0,0.879071188877944,0
0,0.8811413530588725,0
0,0.8834052898342662,0
0,0.8819122688149786,0
0,0.8806564703875244,0
0,0.8797447884311858,0
0,0.8794180199503354,0
0,0.8760163547676361,0
0,0.8700733587986546,0
0,0.8755904261919236,0
0,0.8768459212413482,0
0,0.8712687790657947,0
0,0.8724218591130134,0
0,0.8729265327167866,0
0,0.8692990336894317,0
0,0.8657361937991268,0
0,0.8654322940955742,0
0,0.8640077463191196,0
0,0.8622186147412724,0
0,0.8592067151841806,0
0,0.8660718592994026,0
0,0.8663232184577329,0
0,0.8596036917787216,0
0,0.85401944206322,0
0,0.8493152960133427,0
0,0.841416630599706,0
0,0.8311988120182748,0
0,0.8245759846222572,0
0,0.8150144214112544,0
0,0.8082817801010257,0
0,0.7997354308601969,0
0,0.7952411865519552,0
0,0.7918840888565476,0
0,0.7917565752664474,0
0,0.7900908745039449,0
0,0.7877379723718803,0
0,0.7907064267664459,0
0,0.7929654605852777,0
0,0.788999775524452,0
0,0.7848041925518735,0
0,0.7824679546585822,0
0,0.7790158273683743,0
0,0.7742200910862965,0
0,0.7731030047499566,0
0,0.7708238355379754,0
0,0.7703481093296491,0
0,0.7658007939405611,0
0,0.761613865991528,0
0,0.7561853390809826,0
0,0.7513563000756055,0
0,0.7488680282450528,0
0,0.7441199699570245,0
